ID	GeneID	geneSymbol	chr	strand	IncLevel1	IncLevel2	PValue	event
1180	ENSG00000156508.17_2	EEF1A1	chr6	-	0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.005,0.0	0.259,0.003,NA,0.0,0.0,0.002,0.0,0.0,0.0,0.0	1	RI
1846	ENSG00000075624.13_2	ACTB	chr7	-	0.0,0.0,NA,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.002,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0	1	RI
1847	ENSG00000075624.13_2	ACTB	chr7	-	0.0,0.003,0.226,0.767,0.0,0.006,0.0,0.473,0.0,0.0,0.0,0.0,0.0	0.096,0.0,NA,0.0,0.0,0.081,0.001,0.0,0.0,0.0	1	RI
2324	ENSG00000197971.14_2	MBP	chr18	-	1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,1.0	NA,0.752,NA,1.0,1.0,0.954,0.993,1.0,1.0,1.0	1	RI
2957	ENSG00000167996.15_2	FTH1	chr11	-	0.0,0.009,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.035,0.024,0.0	0.0,0.0,NA,0.0,0.0,0.001,0.0,0.0,0.0,0.0	1	RI
2958	ENSG00000167996.15_2	FTH1	chr11	-	0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	RI
2959	ENSG00000167996.15_2	FTH1	chr11	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0,0.967,1.0,1.0,0.976	1	RI
2964	ENSG00000214548.14_2	MEG3	chr14	+	0.0,0.139,0.333,0.001,0.98,0.0,0.0,0.11,0.204,0.0,0.107,0.2,0.001	0.0,0.0,NA,0.333,0.0,0.122,0.102,0.007,0.084,0.0	1	RI
3109	ENSG00000120885.20_2	CLU	chr8	-	0.0,0.016,0.0,0.017,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.001,0.0	0.0,0.0,NA,0.0,0.0,0.049,0.0,0.0,0.0,0.0	1	RI
3110	ENSG00000120885.20_2	CLU	chr8	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982,1.0,1.0,1.0,1.0	1.0,0.998,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	RI
3187	ENSG00000137818.11_1	RPLP1	chr15	+	0.0,0.119,0.0,0.0,0.0,0.0,NA,0.0,0.074,NA,0.0,0.0,0.0	0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.004,0.0	1	RI
3316	ENSG00000122545.18_2	SEPT7	chr7	+	0.0,0.0,NA,1.0,0.0,0.195,0.0,0.0,0.014,0.0,0.0,0.536,NA	0.976,0.964,NA,NA,0.0,0.0,0.0,0.028,1.0,0.2	1	RI
4318	ENSG00000108107.13_2	RPL28	chr19	+	0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0	0.002,0.001,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0	1	RI
4466	ENSG00000111640.14_1	GAPDH	chr12	+	0.0,0.008,0.0,1.0,0.0,0.0,0.0,0.96,0.29,NA,0.112,0.0,NA	0.0,0.0,NA,NA,0.0,0.223,0.086,0.0,0.0,0.0	1	RI
4490	ENSG00000100201.19_1	DDX17	chr22	-	1.0,0.979,1.0,1.0,1.0,0.853,1.0,1.0,1.0,1.0,1.0,1.0,NA	0.831,1.0,NA,NA,1.0,0.856,0.864,1.0,0.37,1.0	1	RI
86	ENSG00000087460.23_2	GNAS	chr20	+	1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	1.0,1.0,NA,1.0,0.013,1.0,0.595,1.0,1.0,1.0	1	SE
209	ENSG00000229117.8_1	RPL41	chr12	+	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,0.0,1.0,1.0,NA	1.0,1.0,NA,1.0,NA,1.0,1.0,1.0,1.0,1.0	1	SE
3268	ENSG00000010404.17_2	IDS	chrX	-	1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,0.825,1.0,0.693,1.0,1.0	1.0,1.0,NA,1.0,1.0,0.989,1.0,1.0,1.0,1.0	1	SE
11409	ENSG00000204681.10_2	GABBR1	chr6	-	NA,1.0,NA,1.0,0.004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
12327	ENSG00000075624.13_2	ACTB	chr7	-	0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0	1	SE
15721	ENSG00000135916.15_2	ITM2C	chr2	+	1.0,1.0,1.0,1.0,1.0,0.968,NA,1.0,1.0,1.0,1.0,1.0,NA	1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
18372	ENSG00000165795.22_2	NDRG2	chr14	-	0.003,0.106,0.0,0.82,0.096,0.321,1.0,1.0,0.0,1.0,0.001,0.086,NA	0.0,0.0,NA,0.039,NA,0.622,0.989,0.0,0.203,0.891	1	SE
20413	ENSG00000214548.14_2	MEG3	chr14	+	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0	0.001,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0	1	SE
20414	ENSG00000214548.14_2	MEG3	chr14	+	1.0,1.0,1.0,1.0,1.0,0.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
20420	ENSG00000214548.14_2	MEG3	chr14	+	0.013,0.004,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.112,0.0	1	SE
20423	ENSG00000214548.14_2	MEG3	chr14	+	0.013,0.167,0.789,0.001,0.0,0.104,NA,0.401,0.308,0.0,0.009,0.053,0.0	0.292,0.0,NA,1.0,0.0,0.02,0.001,0.0,0.241,0.037	1	SE
20426	ENSG00000214548.14_2	MEG3	chr14	+	0.0,0.0,0.0,0.0,0.0,0.0,NA,0.002,0.049,0.0,0.0,0.0,0.0	0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0	1	SE
20428	ENSG00000214548.14_2	MEG3	chr14	+	0.0,0.0,0.0,0.0,0.0,0.0,NA,0.002,0.049,0.0,0.0,0.0,0.0	0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0	1	SE
21356	ENSG00000147403.16_2	RPL10	chrX	+	0.004,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
22163	ENSG00000137818.11_1	RPLP1	chr15	+	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,0.472,1.0,1.0	1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
25996	ENSG00000167614.13_2	TTYH1	chr19	+	0.656,0.679,NA,1.0,1.0,1.0,1.0,0.0,0.822,1.0,0.843,1.0,NA	1.0,NA,NA,1.0,1.0,1.0,1.0,0.957,0.97,1.0	1	SE
27065	ENSG00000142192.20_2	APP	chr21	-	0.953,0.349,0.988,NA,1.0,0.859,NA,1.0,0.534,0.0,0.395,0.6,1.0	0.333,1.0,NA,NA,1.0,0.455,0.391,0.0,0.086,0.333	1	SE
27067	ENSG00000142192.20_2	APP	chr21	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,0.691	1	SE
27562	ENSG00000152583.12_2	SPARCL1	chr4	-	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,NA,0.894,1.0,1.0,1.0,1.0	1	SE
27564	ENSG00000152583.12_2	SPARCL1	chr4	-	NA,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0	0.0,0.122,NA,0.0,NA,0.0,0.151,0.0,0.0,0.0	1	SE
29530	ENSG00000133112.16_1	TPT1	chr13	-	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.227,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,NA,1.0,1.0,1.0,1.0,1.0	1	SE
29531	ENSG00000133112.16_1	TPT1	chr13	-	1.0,0.677,1.0,1.0,1.0,1.0,1.0,0.693,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
31843	ENSG00000128656.13_2	CHN1	chr2	-	1.0,0.992,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
38623	ENSG00000136156.12_2	ITM2B	chr13	+	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.886,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1	SE
