ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2042	"ENSG00000157404.15_1"	"KIT"	chr4	+	55592022	55592216	55592022	55592204	55593383	55593490	2042	0,0,300,38,0,0,0,0,0,0,0,0,0	0,132,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,19,65,0,0,0	162	150	1	1.0	NA,0.0,1.0,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	0.5
2044	"ENSG00000058272.16_2"	"PPP1R12A"	chr12	-	80180556	80182563	80182427	80182563	80180153	80180258	2044	101,104,0,36,6,0,0,4,22,0,0,0,0	0,6,0,0,0,0,0,0,0,0,0,0,0	258,0,0,0,0,56,0,4,0,20	51,1,0,0,0,0,0,152,0,0	2021	150	1	1.0	1.0,0.563,NA,1.0,1.0,NA,NA,1.0,1.0,NA,NA,NA,NA	0.273,0.0,NA,NA,NA,1.0,NA,0.002,NA,1.0	0.472
2053	"ENSG00000104129.9_1"	"DNAJC17"	chr15	-	41067165	41067306	41067228	41067306	41066553	41066634	2053	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,80,0,0,0,0,0,25,0,0,0,0	0,29,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	213	150	1	1.0	NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
2070	"ENSG00000170004.16_2"	"CHD3"	chr17	+	7812460	7812702	7812460	7812656	7813745	7813909	2070	3,0,0,0,0,0,0,0,0,0,0,0,0	0,18,0,0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,65,0,0	0,0,0,0,0,38,0,0,0,27	196	150	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,1.0,NA,0.0	0.0
2073	"ENSG00000164970.14_1"	"FAM219A"	chr9	-	34405862	34405962	34405913	34405962	34402702	34402805	2073	279,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,1,0,1,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,79,143,19,0	201	150	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA	0.25
2096	"ENSG00000177479.19_1"	"ARIH2"	chr3	+	48962150	48962404	48962150	48962272	48964894	48965246	2096	0,0,0,0,0,59,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,7,0,0,0	0,0,0,0,0,0,0,0,92,0	282	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,0.0,NA	0.5
2097	"ENSG00000177479.19_1"	"ARIH2"	chr3	+	49008027	49008274	49008027	49008137	49011131	49011249	2097	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,3,0,0,0,0,0,0,469,0	0,0,0,0,0,0,0,0,16,0	0,0,0,0,0,0,62,0,0,0	287	150	1	1.0	NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA	-0.5
2099	"ENSG00000180287.16_2"	"PLD5"	chr1	-	242428638	242428750	242428663	242428750	242383289	242383417	2099	87,0,0,0,0,0,0,0,0,0,121,0,0	0,7,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,21,0,0,62,0	0,0,0,0,0,0,0,0,0,0	175	150	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	-0.333
2116	"ENSG00000175390.12_2"	"EIF3F"	chr11	+	8013327	8013518	8013327	8013398	8013630	8013710	2116	0,0,0,0,0,0,0,0,0,0,0,0,0	25,88,0,0,0,0,0,0,1,0,0,39,0	0,0,0,0,47,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	270	150	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA	NA,NA,NA,NA,1.0,0.0,NA,NA,NA,NA	-0.5
2118	"ENSG00000130714.15_1"	"POMT1"	chr9	+	134385289	134385449	134385289	134385383	134385646	134385802	2118	0,58,0,0,0,0,0,0,0,0,0,0,0	0,0,0,316,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,6	0,0,0,0,0,0,0,0,0,0	216	150	1	1.0	NA,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	-0.5
2119	"ENSG00000130714.15_1"	"POMT1"	chr9	+	134386723	134386859	134386723	134386854	134387427	134387523	2119	102,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,12,0,0,0,0,0	0,0,0,0,0,25,0,0,0,0	0,0,0,0,0,0,0,0,0,0	155	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.5
2122	"ENSG00000118518.15_2"	"RNF146"	chr6	+	127588027	127588240	127588027	127588070	127601375	127601485	2122	0,0,0,0,0,0,0,0,2,0,0,0,0	0,27,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,9,0,0,0,0	0,0,0,0,0,0,0,0,0,0	320	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA	-0.5
2129	"ENSG00000173889.15_1"	"PHC3"	chr3	-	169899474	169899521	169899489	169899521	169896560	169896726	2129	0,0,0,0,0,0,0,0,0,0,0,0,0	0,24,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,4,0	0,0,0,0,0,0,16,0,0,0	165	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA	-0.5
2135	"ENSG00000104218.14_1"	"CSPP1"	chr8	+	68026039	68027499	68026039	68026097	68028148	68028357	2135	4,122,0,206,0,101,0,440,0,0,0,0,0	0,17,0,0,0,0,56,0,25,0,975,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,69,7,0,0,0	1552	150	1	1.0	1.0,0.41,NA,1.0,NA,1.0,0.0,1.0,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	0.551
2137	"ENSG00000171204.12_1"	"TMEM126B"	chr11	+	85345129	85345323	85345129	85345220	85346710	85346822	2137	0,213,0,0,0,99,2,0,17,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,175,0,0,0	0,0,0,0,0,33,12,0,0,0	253	150	1	1.0	NA,1.0,NA,NA,NA,1.0,1.0,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.896,NA,NA,NA	0.552
2141	"ENSG00000101365.20_2"	"IDH3B"	chr20	-	2639283	2639483	2639404	2639483	2639040	2639168	2141	0,0,0,0,1,42,0,0,1,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,83,80,0,0	0,0,0,0,0,0,32,0,0,0	271	150	1	1.0	NA,NA,NA,NA,1.0,1.0,NA,NA,1.0,NA,NA,NA,1.0	NA,NA,NA,NA,NA,NA,0.589,1.0,NA,NA	0.206
2142	"ENSG00000101365.20_2"	"IDH3B"	chr20	-	2640675	2640822	2640713	2640822	2640344	2640439	2142	80,50,0,0,0,0,0,0,19,0,52,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0	386,0,0,0,0,30,413,0,0,0	0,0,0,0,0,0,0,0,0,0	188	150	1	1.0	1.0,0.976,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	-0.006
2143	"ENSG00000157152.16_2"	"SYN2"	chr3	+	12203045	12203276	12203045	12203108	12203511	12203654	2143	0,0,0,0,0,0,0,0,0,0,0,1,0	52,413,0,0,0,0,0,0,0,0,403,0,0	0,0,0,0,0,0,0,0,0,0	101,0,0,0,0,30,178,169,104,91	318	150	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,NA	0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0	0.25
2152	"ENSG00000115392.11_2"	"FANCL"	chr2	-	58425713	58425797	58425728	58425797	58392858	58393009	2152	0,1,0,0,0,0,0,0,5,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1,154,0,0,0,0,0,0,0,0	165	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA	1.0
2154	"ENSG00000132334.16_2"	"PTPRE"	chr10	+	129869071	129870005	129869071	129869165	129870401	129870478	2154	0,33,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,44,0,0,0,0	990	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0
2172	"ENSG00000135912.10_2"	"TTLL4"	chr2	+	219612319	219612461	219612319	219612448	219612827	219612950	2172	0,0,0,0,0,5,0,0,0,0,0,0,0	0,3,1,50,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,46,0,0,0,0,0	163	150	1	1.0	NA,0.0,0.0,0.0,NA,1.0,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	0.2
2176	"ENSG00000182492.15_1"	"BGN"	chrX	+	152770695	152770859	152770695	152770808	152771320	152771534	2176	0,78,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0	0,8,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	201	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	-0.5
2181	"ENSG00000152556.15_2"	"PFKM"	chr12	+	48533067	48533287	48533067	48533132	48533631	48533695	2181	1,4,0,0,0,0,0,0,0,0,0,0,0	0,48,0,0,0,0,0,190,0,141,0,0,0	0,0,0,0,0,0,130,0,0,0	0,0,0,0,0,47,0,0,2,0	305	150	1	1.0	1.0,0.039,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,0.0,NA	-0.074
2201	"ENSG00000110841.13_2"	"PPFIBP1"	chr12	+	27817294	27817379	27817294	27817370	27820098	27820253	2201	0,70,0,0,0,0,0,0,14,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,6,0,0,0	0,2,0,0,0,6,0,0,0,0	159	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,0.0,NA,NA,NA,0.0,1.0,NA,NA,NA	0.667
2208	"ENSG00000183011.13_2"	"NAA38"	chr17	-	7760302	7760516	7760332	7760516	7760002	7760161	2208	0,3,0,0,0,0,0,0,0,0,0,162,0	0,8,0,1,0,0,0,0,0,0,0,0,0	0,300,0,0,0,0,50,0,0,0	0,0,0,0,0,33,214,0,0,0	180	150	1	1.0	NA,0.238,NA,0.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,1.0,NA,NA,NA,0.0,0.163,NA,NA,NA	0.025
2217	"ENSG00000177646.18_2"	"ACAD9"	chr3	+	128598471	128598860	128598471	128598684	128603495	128603589	2217	38,1,0,0,199,0,0,0,19,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	326	150	1	1.0	1.0,1.0,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0
2226	"ENSG00000167371.17_2"	"PRRT2"	chr16	+	29824310	29825330	29824310	29825254	29825653	29825786	2226	0,0,0,0,0,0,0,0,0,0,0,0,0	0,50,0,0,0,0,0,0,0,0,0,2,0	0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	226	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
2227	"ENSG00000166451.13_2"	"CENPN"	chr16	+	81047740	81047996	81047740	81047786	81050930	81050990	2227	1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,98,0,0	0,0,0,0,0,0,356,0,0,0	360	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,1.0,NA,NA	0.5
2261	"ENSG00000167995.15_1"	"BEST1"	chr11	+	61725617	61725973	61725617	61725770	61726969	61727050	2261	0,0,0,0,0,0,0,0,0,0,0,0,0	0,29,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,266,0,0,0	353	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA	-0.5
2277	"ENSG00000159409.14_1"	"CELF3"	chr1	-	151688094	151688457	151688351	151688457	151687069	151687152	2277	0,0,0,0,0,0,0,1,0,0,0,0,0	0,238,0,0,0,23,0,0,0,0,37,0,0	0,0,0,0,0,0,0,0,0,0	277,0,0,2,0,0,0,2,0,0	407	150	1	1.0	NA,0.0,NA,NA,NA,0.0,NA,1.0,NA,NA,0.0,NA,NA	0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,NA	0.25
2278	"ENSG00000214655.10_2"	"ZSWIM8"	chr10	+	75553345	75553477	75553345	75553456	75553622	75553802	2278	0,0,36,0,0,166,0,0,8,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	91,0,0,0,0,36,0,17,129,0	0,0,0,0,0,3,0,0,0,0	171	150	1	1.0	NA,NA,1.0,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,0.913,NA,1.0,1.0,NA	0.022
2280	"ENSG00000214655.10_2"	"ZSWIM8"	chr10	+	75559768	75559952	75559768	75559928	75560053	75560230	2280	9,0,0,38,0,0,0,0,1,0,0,0,0	0,46,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,48,0,0,0,0	0,0,0,0,0,0,0,0,0,0	174	150	1	1.0	1.0,0.0,NA,1.0,NA,NA,NA,NA,0.177,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.456
2282	"ENSG00000061936.9_2"	"SFSWAP"	chr12	+	132198615	132198785	132198615	132198738	132199366	132199498	2282	0,0,0,0,0,0,0,106,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,8,0,0,0,0	197	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0
2291	"ENSG00000071054.16_2"	"MAP4K4"	chr2	+	102503549	102503723	102503549	102503699	102504239	102504399	2291	0,0,0,0,0,0,0,30,0,0,0,0,0	0,141,0,0,0,9,0,0,0,0,0,4,0	0,0,0,0,0,0,0,0,0,0	0,0,0,481,0,32,230,2,0,0	174	150	1	1.0	NA,0.0,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,0.0,NA	NA,NA,NA,0.0,NA,0.0,0.0,0.0,NA,NA	0.25
2293	"ENSG00000165795.22_2"	"NDRG2"	chr14	-	21487772	21487901	21487797	21487901	21487274	21487319	2293	0,0,0,0,0,0,0,0,0,0,282,0,0	109,326,181,0,5,79,0,0,50,100,101,412,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,335,2,291,4	175	150	1	1.0	0.0,0.0,0.0,NA,0.0,0.0,NA,NA,0.0,0.0,0.705,0.0,NA	NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0	0.078
2294	"ENSG00000165795.22_2"	"NDRG2"	chr14	-	21489905	21490038	21489975	21490038	21488942	21489003	2294	108,0,0,305,0,0,0,0,2,0,0,0,0	1,237,0,98,97,90,0,19,54,72,661,609,0	0,0,0,0,5,1,0,0,0,0	263,0,0,152,0,117,292,5,722,128	220	150	1	1.0	0.987,0.0,NA,0.68,0.0,0.0,NA,0.0,0.025,0.0,0.0,0.0,NA	0.0,NA,NA,0.0,1.0,0.006,0.0,0.0,0.0,0.0	0.043
2295	"ENSG00000165795.22_2"	"NDRG2"	chr14	-	21492134	21492255	21492144	21492255	21491399	21491480	2295	0,0,0,0,1,0,0,0,0,0,0,0,0	0,5,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,56,0,0,0,0	0,0,0,0,0,0,0,0,0,0	160	150	1	1.0	NA,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.5
2296	"ENSG00000165795.22_2"	"NDRG2"	chr14	-	21492134	21492255	21492188	21492255	21491399	21491480	2296	0,0,0,0,1,0,0,0,0,0,0,0,0	0,110,1,66,109,189,1,0,66,10,4,0,0	0,0,0,0,0,103,0,0,0,0	0,0,0,0,0,44,27,8,170,1	204	150	1	1.0	NA,0.0,0.0,0.0,0.007,0.0,0.0,NA,0.0,0.0,0.0,NA,NA	NA,NA,NA,NA,NA,0.633,0.0,0.0,0.0,0.0	-0.126
2297	"ENSG00000165795.22_2"	"NDRG2"	chr14	-	21492144	21492255	21492188	21492255	21491399	21491480	2297	0,5,0,0,0,0,0,0,0,0,0,0,0	0,110,1,66,109,189,1,0,66,10,4,0,0	0,0,0,0,0,47,0,0,0,0	0,0,0,0,0,44,27,8,170,1	194	150	1	1.0	NA,0.034,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,NA	NA,NA,NA,NA,NA,0.452,0.0,0.0,0.0,0.0	-0.087
2309	"ENSG00000136603.13_2"	"SKIL"	chr3	+	170102320	170102553	170102320	170102415	170108010	170108252	2309	0,0,0,0,0,99,0,0,13,0,284,0,0	0,0,0,0,0,0,0,0,8,0,0,0,0	0,0,0,0,0,59,0,0,0,0	0,0,0,0,0,0,0,0,0,0	288	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,0.458,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.181
2312	"ENSG00000067225.17_2"	"PKM"	chr15	-	72523240	72523727	72523456	72523727	72511284	72511451	2312	0,0,0,0,0,0,0,0,0,0,0,0,0	133,483,324,0,0,0,0,0,4,85,682,0,0	0,0,0,0,0,0,17,0,0,0	22,0,0,0,0,138,1118,1,0,186	366	150	1	1.0	0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA	0.0,NA,NA,NA,NA,0.0,0.006,0.0,NA,0.0	-0.001
2323	"ENSG00000131165.14_1"	"CHMP1A"	chr16	-	89713442	89713739	89713610	89713739	89712934	89713122	2323	0,0,0,0,0,0,0,0,0,0,0,0,0	0,82,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,2,0,0,0,0,0	375,0,0,0,0,0,0,4,101,16	318	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,1.0,NA,NA,0.0,0.0,0.0	-0.2
2328	"ENSG00000135506.15_2"	"OS9"	chr12	+	58112775	58114046	58112775	58112965	58114188	58114301	2328	34,51,0,0,0,85,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,121,0,0,0,0	0,0,0,0,0,21,0,0,0,0	1231	150	1	1.0	1.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.412,NA,NA,NA,NA	0.588
2337	"ENSG00000204344.14_2"	"STK19"	chr6	+	31940397	31940696	31940397	31940534	31946679	31946775	2337	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,6,0,0,0,0	0,0,0,0,0,0,0,0,0,0	312	150	1	1.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
2339	"ENSG00000173559.12_1"	"NABP1"	chr2	+	192542861	192543431	192542861	192542967	192543715	192543854	2339	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0	464,0,0,0,0,0,7,0,0,0	0,0,0,0,0,0,0,0,0,0	614	150	1	1.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
2342	"ENSG00000204316.12_2"	"MRPL38"	chr17	-	73900302	73900800	73900620	73900800	73898100	73898235	2342	0,109,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,33,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,2,6,0	468	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA	0.5
2343	"ENSG00000204316.12_2"	"MRPL38"	chr17	-	73900306	73900800	73900620	73900800	73898100	73898235	2343	0,109,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,33,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,2,6,0	464	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA	0.5
2351	"ENSG00000175455.14_2"	"CCDC14"	chr3	-	123674689	123674962	123674892	123674962	123667742	123667979	2351	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,5	0,0,0,0,0,4,0,0,0,0	353	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,0.0,NA,NA,NA,1.0	0.333
2355	"ENSG00000127463.13_2"	"EMC1"	chr1	-	19571232	19571524	19571399	19571524	19570443	19570509	2355	0,0,2,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,12,0	0,0,0,0,0,1,5,0,0,0	317	150	1	1.0	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,1.0,NA	0.667
2377	"ENSG00000156650.12_1"	"KAT6B"	chr10	+	76735156	76735539	76735156	76735212	76737073	76737195	2377	38,5,0,0,207,0,0,0,0,0,0,11,0	0,22,1,0,0,0,0,0,0,0,0,0,0	226,0,0,0,0,0,79,0,0,0	0,0,0,0,0,0,0,0,0,0	477	150	1	1.0	1.0,0.067,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA	1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.387
2378	"ENSG00000156650.12_1"	"KAT6B"	chr10	+	76735156	76736088	76735156	76735212	76737073	76737195	2378	38,7,0,0,408,64,0,0,26,0,0,22,0	0,22,1,0,0,0,0,0,0,0,0,0,0	0,0,0,12,20,0,79,0,0,0	0,0,0,0,0,0,0,0,0,0	1026	150	1	1.0	1.0,0.044,0.0,NA,1.0,1.0,NA,NA,1.0,NA,NA,1.0,NA	NA,NA,NA,1.0,1.0,NA,1.0,NA,NA,NA	-0.279
2379	"ENSG00000156650.12_1"	"KAT6B"	chr10	+	76735156	76736088	76735156	76735539	76737073	76737195	2379	0,2,0,0,201,64,0,0,26,0,0,11,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,12,20,0,0,0,0,0	226,0,0,0,0,0,0,0,0,0	699	150	1	1.0	NA,1.0,NA,NA,1.0,1.0,NA,NA,1.0,NA,NA,1.0,NA	0.0,NA,NA,1.0,1.0,NA,NA,NA,NA,NA	0.333
2397	"ENSG00000071462.11_2"	"WBSCR22"	chr7	+	73098096	73098330	73098096	73098134	73100965	73101061	2397	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,0,0,5,0	0,0,0,0,0,0,0,0,0,118	346	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0	-0.5
2417	"ENSG00000160271.14_2"	"RALGDS"	chr9	-	135975882	135977149	135976906	135977149	135975654	135975769	2417	17,0,0,0,0,0,0,195,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	76,0,0,0,0,0,2,0,0,0	0,0,0,0,0,1,0,0,18,39	1174	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,0.0,1.0,NA,0.0,0.0	0.6
2418	"ENSG00000087053.18_1"	"MTMR2"	chr11	-	95598603	95598840	95598764	95598840	95595435	95595530	2418	0,72,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,73,0,66,0,0,0	0,0,0,0,0,0,0,0,0,0	311	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA	-0.5
2432	"ENSG00000102882.11_2"	"MAPK3"	chr16	-	30128457	30128606	30128474	30128606	30128214	30128324	2432	0,0,0,0,0,0,0,0,0,0,13,0,0	0,308,0,0,0,0,0,0,38,0,0,12,0	0,0,0,0,0,0,0,0,0,0	169,74,0,0,0,12,0,0,1,0	167	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,0.0,NA	0.0,0.0,NA,NA,NA,0.0,NA,NA,0.0,NA	0.25
2443	"ENSG00000106948.16_1"	"AKNA"	chr9	-	117105987	117108289	117108142	117108289	117104288	117104405	2443	0,35,0,0,0,204,0,0,0,0,4,4,0	0,0,0,6,0,0,0,0,0,0,0,0,0	0,184,0,0,0,13,0,0,0,0	0,0,0,0,0,0,0,0,0,0	2305	150	1	1.0	NA,1.0,NA,0.0,NA,1.0,NA,NA,NA,NA,1.0,1.0,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA	-0.2
