cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_16357_NA	Not enough valid samples	NA	NA	NA	NA	PARK7
chr1:clu_16358_NA	Success	0.455720305554223	1	0.339732470949075	0.654521294985589	PARK7
chr1:clu_16359_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ERRFI1
chr1:clu_16360_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC45A1
chr1:clu_16361_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RERE
chr1:clu_16362_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RERE
chr1:clu_16363_NA	Success	6.69764357582244	8	0.0989534564199792	0.353332582002121	RERE
chr1:clu_16364_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RERE
chr1:clu_16365_NA	Not enough valid samples	NA	NA	NA	NA	RERE
chr1:clu_16366_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_16367_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENO1
chr1:clu_16368_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP3-510D11.1
chr1:clu_16369_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	H6PD,SPSB1
chr1:clu_16370_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC25A33
chr1:clu_16371_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM201
chr1:clu_16372_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PIK3CD
chr1:clu_16373_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PIK3CD
chr1:clu_16374_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16375_NA	Success	-3.07909031107556e-05	1	1	1	CLSTN1
chr1:clu_16376_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr1:clu_16377_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLSTN1
chr1:clu_16378_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_16379_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16380_NA	Success	0.422285149004892	2	0.655547084140954	0.894774702099286	CLSTN1
chr1:clu_16381_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLSTN1
chr1:clu_16382_NA	Success	0.125535548972039	2	0.88202440880866	1	CLSTN1
chr1:clu_16383_NA	Success	0.156718036484335	2	0.854945088158106	1	CLSTN1,CTNNBIP1
chr1:clu_16384_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTNNBIP1
chr1:clu_16385_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LZIC
chr1:clu_16386_NA	Success	0.227558169958684	1	0.499915246865361	0.791074676358373	UBE4B
chr1:clu_16387_NA	Success	0.0139986754466577	1	0.867115050728901	1	UBE4B
chr1:clu_16388_NA	Success	0.801721998423545	2	0.448555886159903	0.748436671822954	UBE4B
chr1:clu_16389_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE4B
chr1:clu_16390_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE4B
chr1:clu_16391_NA	Success	0.0108997010509029	1	0.882621987698746	1	UBE4B
chr1:clu_16392_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE4B
chr1:clu_16393_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE4B
chr1:clu_16394_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF1B
chr1:clu_16395_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF1B
chr1:clu_16396_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF1B
chr1:clu_16397_NA	Success	-0.093175846725444	2	1	1	KIF1B
chr1:clu_16398_NA	Success	0.800122739594372	4	0.808748014370415	0.982556218588848	KIF1B
chr1:clu_16399_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF1B
chr1:clu_16400_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF1B
chr1:clu_16401_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF1B
chr1:clu_16402_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF1B
chr1:clu_16403_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF1B
chr1:clu_16404_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF1B
chr1:clu_16405_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIF1B
chr1:clu_16406_NA	Success	0.00613010490610577	1	0.911833761172978	1	KIF1B,PGD
chr1:clu_16407_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_16408_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	APITD1,APITD1-CORT
chr1:clu_16409_NA	Success	0.35128329034103	3	0.872600097931606	1	APITD1,APITD1-CORT,CORT
chr1:clu_16410_NA	Success	0.021281222718244	1	0.836551362357832	0.995673688219724	PEX14
chr1:clu_16411_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PEX14
chr1:clu_16412_NA	Success	0.653578059212578	1	0.252910201806194	0.566415183174167	TARDBP
chr1:clu_16413_NA	Success	1.79147098631408	1	0.0583756819803099	0.269047639665691	TARDBP
chr1:clu_16414_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TARDBP,RP4-635E18.8
chr1:clu_16415_NA	Success	0.0167730671903428	1	0.854675587126301	1	SRM
chr1:clu_16416_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRM
chr1:clu_16417_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOSC10
chr1:clu_16418_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOSC10
chr1:clu_16419_NA	Success	0.0480280685966363	1	0.756614762425364	0.95400018867587	EXOSC10
chr1:clu_16420_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16421_NA	Success	0.437347683616508	1	0.349658703754733	0.663126203493562	EXOSC10
chr1:clu_16422_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOSC10
chr1:clu_16423_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOSC10
chr1:clu_16424_NA	Success	1.45024398459645	1	0.0885527420604926	0.332897414278986	EXOSC10
chr1:clu_16425_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTOR
chr1:clu_16426_NA	Success	0.101346995257927	1	0.652555065734033	0.893458021917252	MTOR
chr1:clu_16427_NA	Success	3.8975980794894	2	0.0202905893448992	0.148866200736824	MTOR
chr1:clu_16428_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTOR
chr1:clu_16429_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTOR
chr1:clu_16430_NA	Success	0.41594810460208	1	0.361724792856681	0.674229890142335	MTOR
chr1:clu_16431_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTOR
chr1:clu_16432_NA	Success	1.17084604006209	1	0.125952675106105	0.39840626218901	MTOR
chr1:clu_16433_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTOR
chr1:clu_16434_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBIAD1
chr1:clu_16435_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTCHD2
chr1:clu_16436_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTCHD2
chr1:clu_16437_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXO2
chr1:clu_16438_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXO2
chr1:clu_16439_NA	Success	0.379298883931824	1	0.383767704132331	0.694931734301904	FBXO44
chr1:clu_16440_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr1:clu_16441_NA	Success	0.0500703379420884	2	0.951162519333554	1	FBXO44
chr1:clu_16442_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXO44
chr1:clu_16443_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXO44
chr1:clu_16444_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXO44
chr1:clu_16445_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXO6
chr1:clu_16446_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAD2L2
chr1:clu_16447_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAD2L2
chr1:clu_16448_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTHFR
chr1:clu_16449_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTHFR
chr1:clu_16450_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTHFR
chr1:clu_16451_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTHFR
chr1:clu_16452_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLCN6
chr1:clu_16453_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLCN6
chr1:clu_16454_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLCN6
chr1:clu_16455_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLCN6
chr1:clu_16456_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLCN6
chr1:clu_16457_NA	Success	2.0155207773546	1	0.044670354512339	0.229609423135144	CLCN6
chr1:clu_16458_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLCN6
chr1:clu_16459_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NPPA
chr1:clu_16460_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA2013
chr1:clu_16461_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLOD1
chr1:clu_16462_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLOD1
chr1:clu_16463_NA	Success	6.23540068938291	4	0.0141730224507455	0.120572801944094	MFN2
chr1:clu_16464_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MFN2
chr1:clu_16465_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MFN2
chr1:clu_16466_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MFN2
chr1:clu_16467_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MFN2
chr1:clu_16468_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_16469_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13D
chr1:clu_16470_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13D
chr1:clu_16471_NA	Success	2.33232466653044	3	0.198065785197337	0.503610240059969	VPS13D
chr1:clu_16472_NA	Success	-0.423623289174429	2	1	1	VPS13D
chr1:clu_16473_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13D
chr1:clu_16474_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VPS13D
chr1:clu_16475_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr1:clu_16476_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_16477_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PDPN
chr1:clu_16478_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PDPN
chr1:clu_16479_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRDM2
chr1:clu_16480_NA	Success	6.1810973385027	6	0.0543596066849128	0.258151126894847	PRDM2
chr1:clu_16481_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRDM2
chr1:clu_16482_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr1:clu_16483_NA	Not enough valid samples	NA	NA	NA	NA	KAZN
chr1:clu_16484_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16485_NA	Success	0.613974424892433	1	0.267806309093957	0.582797069255703	KAZN
chr1:clu_16486_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KAZN
chr1:clu_16487_NA	<=1 sample with coverage>0	NA	NA	NA	NA	TMEM51
chr1:clu_16488_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FHAD1
chr1:clu_16489_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FHAD1
chr1:clu_16490_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FHAD1
chr1:clu_16491_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FHAD1
chr1:clu_16492_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16493_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16494_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CASP9
chr1:clu_16495_NA	Success	1.76510232317301	1	0.0602603499563386	0.273513483888727	CASP9
chr1:clu_16496_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CASP9
chr1:clu_16497_NA	Success	0.263473918904424	1	0.467892885917422	0.763421196201868	DNAJC16
chr1:clu_16498_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AGMAT
chr1:clu_16499_NA	Success	-0.861628525811739	2	1	1	DDI2
chr1:clu_16500_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DDI2
chr1:clu_16501_NA	Not enough valid samples	NA	NA	NA	NA	DDI2
chr1:clu_16502_NA	Success	1.20211218448685	2	0.300558705559868	0.617216903521899	PLEKHM2
chr1:clu_16503_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLEKHM2
chr1:clu_16504_NA	Not enough valid samples	NA	NA	NA	NA	SPEN
chr1:clu_16505_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPEN
chr1:clu_16506_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_16507_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZBTB17
chr1:clu_16508_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZBTB17
chr1:clu_16509_NA	Success	1.24770133853613	1	0.114179169103517	0.380747706516331	RSG1
chr1:clu_16510_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXO42
chr1:clu_16511_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXO42
chr1:clu_16512_NA	Success	3.11666141409046	1	0.0125368270539319	0.11310346927889	FBXO42
chr1:clu_16513_NA	Success	-2.89615272986464	2	1	1	SZRD1
chr1:clu_16514_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NECAP2
chr1:clu_16515_NA	Success	0.267022415939664	2	0.765655908376366	0.95924127618369	CROCCP3
chr1:clu_16516_NA	Success	1.48611155610438	1	0.0847053765578283	0.326436385899098	CROCCP2
chr1:clu_16517_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CROCCP3
chr1:clu_16518_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CROCCP3
chr1:clu_16519_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16520_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16521_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16522_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBPF1
chr1:clu_16523_NA	Not enough valid samples	NA	NA	NA	NA	NBPF1
chr1:clu_16524_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBPF1
chr1:clu_16525_NA	Success	0.0266984896798306	1	0.817254311522242	0.985915295305949	NBPF1
chr1:clu_16526_NA	Success	-0.0533654829772559	2	1	1	NBPF1,CROCCP2
chr1:clu_16527_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CROCCP2
chr1:clu_16528_NA	Not enough valid samples	NA	NA	NA	NA	CROCCP2
chr1:clu_16529_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MST1P2
chr1:clu_16530_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MST1P2
chr1:clu_16531_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16532_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_16533_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16534_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16535_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CROCC
chr1:clu_16536_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CROCC
chr1:clu_16537_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CROCC
chr1:clu_16538_NA	Success	0.351532314248061	2	0.70360911299522	0.924470502531163	ATP13A2
chr1:clu_16539_NA	Success	0.221244565409506	2	0.801520632096253	0.979037511512626	ATP13A2
chr1:clu_16540_NA	Success	0.0345332458560677	1	0.792700846789648	0.973197296620105	ATP13A2
chr1:clu_16541_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP13A2
chr1:clu_16542_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP13A2
chr1:clu_16543_NA	Success	2.01812411017136	2	0.132904545668609	0.408995490378849	ATP13A2
chr1:clu_16544_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP13A2
chr1:clu_16545_NA	Success	0.861114987267001	2	0.422690524923185	0.728738460839973	ATP13A2
chr1:clu_16546_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP13A2
chr1:clu_16547_NA	Success	0.714385692660471	1	0.231965053721292	0.545517497379211	SDHB
chr1:clu_16548_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PADI2
chr1:clu_16549_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARHGEF10L
chr1:clu_16550_NA	Not enough valid samples	NA	NA	NA	NA	ARHGEF10L
chr1:clu_16551_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGEF10L
chr1:clu_16552_NA	Not enough valid samples	NA	NA	NA	NA	ARHGEF10L
chr1:clu_16553_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARHGEF10L
chr1:clu_16554_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IGSF21
chr1:clu_16555_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IGSF21
chr1:clu_16556_NA	Success	0.0373477495818406	1	0.784618946326716	0.96993095877574	IGSF21
chr1:clu_16557_NA	Success	0.0052098358692092	1	0.91869572101438	1	IGSF21
chr1:clu_16558_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP13-279N23.2
chr1:clu_16559_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16560_NA	Success	2.799911415064	1	0.0179622938949299	0.138888812547068	RP13-279N23.2
chr1:clu_16561_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16562_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16563_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16564_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16565_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16566_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16567_NA	Success	4.56010025351634	3	0.0277347158492505	0.177767481513489	UBR4
chr1:clu_16568_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16569_NA	Success	0.152055572125391	6	0.999476980402577	1	UBR4
chr1:clu_16570_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16571_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16572_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16573_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16574_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBR4
chr1:clu_16575_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EMC1
chr1:clu_16576_NA	Success	2.55244124816545	1	0.0238585950570077	0.162657211566482	EMC1
chr1:clu_16577_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EMC1
chr1:clu_16578_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EMC1
chr1:clu_16579_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EMC1
chr1:clu_16580_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EMC1
chr1:clu_16581_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EMC1
chr1:clu_16582_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EMC1
chr1:clu_16583_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EMC1
chr1:clu_16584_NA	Success	1.7684321399197	2	0.170600256583422	0.464749485919816	MRTO4
chr1:clu_16585_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRTO4
chr1:clu_16586_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AKR7A3,AKR7L
chr1:clu_16587_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AKR7A3,AKR7A2
chr1:clu_16588_NA	Success	1.29412240192215	2	0.274138342076679	0.589874432316832	AKR7A2
chr1:clu_16589_NA	Not enough valid samples	NA	NA	NA	NA	PQLC2
chr1:clu_16590_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PQLC2
chr1:clu_16591_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PQLC2
chr1:clu_16592_NA	Success	1.6254092768279	2	0.196831100308235	0.502503442555423	CAPZB
chr1:clu_16593_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAPZB
chr1:clu_16594_NA	Success	0.0353884926175851	1	0.790208832131599	0.971888963297415	CAPZB
chr1:clu_16595_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAPZB
chr1:clu_16596_NA	Success	0.151035717057766	1	0.58258672245903	0.849281977629164	MINOS1-NBL1,MINOS1,NBL1
chr1:clu_16597_NA	Success	0.164403796309671	1	0.566362065726573	0.840256724726646	MINOS1-NBL1,NBL1
chr1:clu_16598_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HTR6
chr1:clu_16599_NA	Success	1.4536585885283	1	0.0881784458963598	0.332555705658859	OTUD3
chr1:clu_16600_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OTUD3
chr1:clu_16601_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLA2G5
chr1:clu_16602_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16603_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP4-749H3.1
chr1:clu_16604_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP4-749H3.1
chr1:clu_16605_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP4-749H3.1
chr1:clu_16606_NA	Success	0.0490104972717518	1	0.754217568370357	0.953444112851564	CAMK2N1
chr1:clu_16607_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16608_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_16609_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr1:clu_16610_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PINK1
