cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_6110_NA	Not enough valid samples	NA	NA	NA	NA	BAI2
chr1:clu_6111_NA	Success	9.7026792076349e-06	1	0.996485209117571	1	BAI2
chr1:clu_6112_NA	Success	0.462093780877694	1	0.336377852208396	0.603687524731369	PTP4A2
chr1:clu_6113_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM39B
chr1:clu_6114_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KPNA6
chr1:clu_6115_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EIF3I
chr1:clu_6116_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HDAC1
chr1:clu_6117_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BSDC1
chr1:clu_6118_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP1-27O5.3,ZBTB8A
chr1:clu_6119_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZBTB8OS
chr1:clu_6120_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KIAA1522
chr1:clu_6121_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	YARS
chr1:clu_6122_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FNDC5
chr1:clu_6123_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM54
chr1:clu_6124_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF19B
chr1:clu_6125_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AK2
chr1:clu_6126_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AK2
chr1:clu_6127_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ADC
chr1:clu_6128_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF362
chr1:clu_6129_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF362
chr1:clu_6130_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF362
chr1:clu_6131_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PHC2
chr1:clu_6132_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PHC2
chr1:clu_6133_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CSMD2
chr1:clu_6134_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CSMD2
chr1:clu_6135_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CSMD2
chr1:clu_6136_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZMYM6
chr1:clu_6137_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZMYM6
chr1:clu_6138_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZMYM6
chr1:clu_6139_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZMYM1
chr1:clu_6140_NA	Not enough valid samples	NA	NA	NA	NA	SFPQ
chr1:clu_6141_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SFPQ
chr1:clu_6142_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZMYM4
chr1:clu_6143_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZMYM4
chr1:clu_6144_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA0319L
chr1:clu_6145_NA	Not enough valid samples	NA	NA	NA	NA	KIAA0319L
chr1:clu_6146_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA0319L
chr1:clu_6147_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_6148_NA	Error in sampler$call_sampler(c(args, dotlist)): Initialization failed.	NA	NA	NA	NA	NCDN
chr1:clu_6149_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AGO3
chr1:clu_6150_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAPPC3
chr1:clu_6151_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP7D1
chr1:clu_6152_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAP7D1
chr1:clu_6153_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	THRAP3
chr1:clu_6154_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	THRAP3
chr1:clu_6155_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSCP1
chr1:clu_6156_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSCP1
chr1:clu_6157_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CSF3R
chr1:clu_6158_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CSF3R
chr1:clu_6159_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GRIK3
chr1:clu_6160_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_6161_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MEAF6
chr1:clu_6162_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MANEAL
chr1:clu_6163_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	INPP5B
chr1:clu_6164_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	INPP5B
chr1:clu_6165_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UTP11L
chr1:clu_6166_NA	Success	-0.000821641698635744	1	1	1	NDUFS5
chr1:clu_6167_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6168_NA	Success	0.0375528112570009	1	0.784043084878157	1	MACF1
chr1:clu_6169_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6170_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6171_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6172_NA	Success	-0.48715905823974	1	1	1	MACF1
chr1:clu_6173_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6174_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6175_NA	Success	-0.716177011580271	2	1	1	MACF1
chr1:clu_6176_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6177_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6178_NA	Success	4.7063062779539	2	0.00903810023232962	0.0481571386314015	MACF1
chr1:clu_6179_NA	Success	0.188252024353915	1	0.539480174370222	0.800226477423344	MACF1
chr1:clu_6180_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6181_NA	Success	0.51129977711139	2	0.59971557542852	0.84984447260601	MACF1
chr1:clu_6182_NA	Success	1.80141905973528	1	0.057681019050942	0.188161728812902	MACF1
chr1:clu_6183_NA	Success	5.04347721535578	2	0.00645127679303592	0.0367498105871947	MACF1
chr1:clu_6184_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6185_NA	Success	3.90695589621032	2	0.0201015993745349	0.0881851773327295	MACF1
chr1:clu_6186_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6187_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MACF1
chr1:clu_6188_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PABPC4
chr1:clu_6189_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PABPC4
chr1:clu_6190_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPIE
chr1:clu_6191_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRIT1
chr1:clu_6192_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRIT1
chr1:clu_6193_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CAP1
chr1:clu_6194_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAP1
chr1:clu_6195_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_6196_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RLF
chr1:clu_6197_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RLF
chr1:clu_6198_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RLF
chr1:clu_6199_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZMPSTE24
chr1:clu_6200_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMAP2
chr1:clu_6201_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RIMS3
chr1:clu_6202_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NFYC
chr1:clu_6203_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTPS1
chr1:clu_6204_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCMH1
chr1:clu_6205_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCMH1
chr1:clu_6206_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HIVEP3
chr1:clu_6207_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RIMKLA
chr1:clu_6208_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPCS
chr1:clu_6209_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPCS,CCDC30
chr1:clu_6210_NA	Success	0.304990525275912	1	0.434794945032993	0.705156107737645	YBX1
chr1:clu_6211_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_6212_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TIE1
chr1:clu_6213_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SZT2
chr1:clu_6214_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SZT2
chr1:clu_6215_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SZT2
chr1:clu_6216_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPRF
chr1:clu_6217_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPRF
chr1:clu_6218_NA	Not enough valid samples	NA	NA	NA	NA	PTPRF
chr1:clu_6219_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPRF
chr1:clu_6220_NA	Success	5.16005255573555	2	0.00574139793433339	0.0339676320405037	PTPRF
chr1:clu_6221_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KDM4A
chr1:clu_6222_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ST3GAL3
chr1:clu_6223_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ST3GAL3
chr1:clu_6224_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ST3GAL3
chr1:clu_6225_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	B4GALT2
chr1:clu_6226_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC6A9
chr1:clu_6227_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DMAP1
chr1:clu_6228_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ERI3
chr1:clu_6229_NA	Success	0.00420361594092356	1	0.926943581153341	1	ERI3
chr1:clu_6230_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ERI3
chr1:clu_6231_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF220
chr1:clu_6232_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF220
chr1:clu_6233_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF220
chr1:clu_6234_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF220
chr1:clu_6235_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RNF220
chr1:clu_6236_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPS8
chr1:clu_6237_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTCH2
chr1:clu_6238_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EIF2B3
chr1:clu_6239_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MUTYH
chr1:clu_6240_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TOE1
chr1:clu_6241_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TESK2
chr1:clu_6242_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TESK2
chr1:clu_6243_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRDX1
chr1:clu_6244_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AKR1A1
chr1:clu_6245_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NASP
chr1:clu_6246_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NASP
chr1:clu_6247_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GPBP1L1
chr1:clu_6248_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TMEM69
chr1:clu_6249_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAST2
chr1:clu_6250_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAST2
chr1:clu_6251_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAST2
chr1:clu_6252_NA	Success	3.20649595411328	2	0.0404982727424661	0.149582329968141	UQCRH
chr1:clu_6253_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MKNK1
chr1:clu_6254_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATPAF1
chr1:clu_6255_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EFCAB14
chr1:clu_6256_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPATA6
chr1:clu_6257_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPATA6
chr1:clu_6258_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPATA6
chr1:clu_6259_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BEND5,AGBL4
chr1:clu_6260_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BEND5,AGBL4
chr1:clu_6261_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ELAVL4
chr1:clu_6262_NA	Not enough valid samples	NA	NA	NA	NA	ELAVL4
chr1:clu_6263_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAF1
chr1:clu_6264_NA	Success	6.83920135553862	1	0.000216935050171123	0.00215991854300814	RNF11
chr1:clu_6265_NA	Success	0.487514623973084	1	0.323429093694091	0.585959354872997	EPS15
chr1:clu_6266_NA	Success	0.968332913400673	1	0.164031011170345	0.377139573875593	EPS15
chr1:clu_6267_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPS15
chr1:clu_6268_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPS15
chr1:clu_6269_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_6270_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSBPL9
chr1:clu_6271_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSBPL9
chr1:clu_6272_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSBPL9
chr1:clu_6273_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NRD1
chr1:clu_6274_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NRD1
chr1:clu_6275_NA	Success	-4.32441241784431e-05	1	1	1	NRD1
chr1:clu_6276_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NRD1
chr1:clu_6277_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BTF3L4
chr1:clu_6278_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZFYVE9
chr1:clu_6279_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZFYVE9
chr1:clu_6280_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CC2D1B
chr1:clu_6281_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRPF38A
chr1:clu_6282_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZCCHC11
chr1:clu_6283_NA	Success	2.45411489447531	1	0.0267290210866369	0.110088953756113	ZCCHC11
chr1:clu_6284_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZCCHC11
chr1:clu_6285_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ECHDC2
chr1:clu_6286_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ECHDC2
chr1:clu_6287_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCP2
chr1:clu_6288_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SCP2
chr1:clu_6289_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C1orf123
chr1:clu_6290_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAGOH
chr1:clu_6291_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRP8
chr1:clu_6292_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRP8
chr1:clu_6293_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_6294_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	YIPF1
chr1:clu_6295_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	YIPF1
chr1:clu_6296_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	YIPF1
chr1:clu_6297_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HSPB11
chr1:clu_6298_NA	Success	1.21217847124217	1	0.119462255819749	0.305322060075029	TMEM59
chr1:clu_6299_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SSBP3
chr1:clu_6300_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SSBP3
chr1:clu_6301_NA	Success	-0.0418199268073636	1	1	1	ACOT11
chr1:clu_6302_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP24
chr1:clu_6303_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	USP24
chr1:clu_6304_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PRKAA2
chr1:clu_6305_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DAB1
chr1:clu_6306_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DAB1
chr1:clu_6307_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OMA1,DAB1
chr1:clu_6308_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OMA1
chr1:clu_6309_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYSM1
chr1:clu_6310_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYSM1
chr1:clu_6311_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYSM1
chr1:clu_6312_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FGGY
chr1:clu_6313_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FGGY
chr1:clu_6314_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-776H12.1
chr1:clu_6315_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-436K8.1
chr1:clu_6316_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-436K8.1
chr1:clu_6317_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NFIA
chr1:clu_6318_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NFIA
chr1:clu_6319_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NFIA
chr1:clu_6320_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NFIA
chr1:clu_6321_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TM2D1
chr1:clu_6322_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	INADL
chr1:clu_6323_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	INADL
chr1:clu_6324_NA	<=1 sample with coverage>0	NA	NA	NA	NA	INADL
chr1:clu_6325_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DOCK7
chr1:clu_6326_NA	Not enough valid samples	NA	NA	NA	NA	DOCK7
chr1:clu_6327_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DOCK7
chr1:clu_6328_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATG4C
chr1:clu_6329_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATG4C
chr1:clu_6330_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ITGB3BP
chr1:clu_6331_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ITGB3BP
chr1:clu_6332_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EFCAB7,PGM1
chr1:clu_6333_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CACHD1
chr1:clu_6334_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CACHD1
chr1:clu_6335_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAVER2
chr1:clu_6336_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	JAK1
chr1:clu_6337_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AK4
chr1:clu_6338_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DNAJC6
chr1:clu_6339_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DNAJC6
chr1:clu_6340_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DNAJC6
chr1:clu_6341_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LEPROT,LEPR
chr1:clu_6342_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PDE4B
chr1:clu_6343_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SGIP1
chr1:clu_6344_NA	Not enough valid samples	NA	NA	NA	NA	SGIP1
chr1:clu_6345_NA	Success	0.000815458260149171	1	0.96778650169999	1	SGIP1
chr1:clu_6346_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SGIP1
chr1:clu_6347_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WDR78
chr1:clu_6348_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MIER1
chr1:clu_6349_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SERBP1
chr1:clu_6350_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SERBP1
chr1:clu_6351_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC7
chr1:clu_6352_NA	Success	1.92490441568486	1	0.0497516610157891	0.168818794435446	LRRC7
chr1:clu_6353_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC7
chr1:clu_6354_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC7
chr1:clu_6355_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC7
chr1:clu_6356_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC7
chr1:clu_6357_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC7
chr1:clu_6358_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRSF11
chr1:clu_6359_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SRSF11
chr1:clu_6360_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRSF11
chr1:clu_6361_NA	Success	0.0836529553554968	1	0.68251731362482	0.922647372019385	SRSF11
chr1:clu_6362_NA	Success	0.0240510904830558	1	0.82639915223581	1	SRSF11
chr1:clu_6363_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD13C
chr1:clu_6364_NA	Success	2.05142057807052	2	0.128552155441594	0.318149112924811	ZRANB2
chr1:clu_6365_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZRANB2
chr1:clu_6366_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NEGR1
chr1:clu_6367_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr1:clu_6368_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FPGT-TNNI3K,TNNI3K
chr1:clu_6369_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C1orf173
chr1:clu_6370_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C1orf173
